bill_uid,state_code,state,identifier,chamber,title,classification,furthest_stage,lifecycle_state,primary_sponsor,primary_sponsor_party,subjects,first_action_date,latest_action_date,source_count,sources,state_population,is_enacted,reached_passed_chamber,days_active,days_since_last_action,primary_topic
KS:2025:HB2069,KS,Kansas,HB 2069,House,"Enacting the school psychologist compact, the dietitian compact, the cosmetology compact and the physicians assistant compact to provide interstate practice privileges.",bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2070,KS,Kansas,HB 2070,House,Enacting the dietitian licensure compact to provide interstate practice privileges for dietitians.,bill,passed_chamber,active,,,,,2025-03-04,1,legiscan,2940000,0,1,,489,
KS:2025:HB2071,KS,Kansas,HB 2071,House,"Enacting the help not harm act to restrict the use of state funds to promote gender transitioning, prohibit healthcare providers from providing gender transition whose gender identity is inconsistent with the child's sex, authorize a civil cause of action against healthcare providers for providing such treatments, require professional discipline against a healthcare provider who performs such treatment and prohibit professional liability insurance from covering damages for healthcare providers that provide gender transition treatment to children and adding violation of the act to the definition of unprofessional conduct for physicians.",bill,introduced,dead,,,,,2025-02-20,1,legiscan,2940000,0,0,,501,
KS:2025:HB2072,KS,Kansas,HB 2072,House,Enacting the art therapist licensure act to provide for the regulation and licensing of professional art therapists.,bill,in_committee,active,,,,,2025-01-23,1,legiscan,2940000,0,0,,529,
KS:2025:HB2073,KS,Kansas,HB 2073,House,Providing a sales tax exemption for feminine hygiene products and diapers.,bill,in_committee,dead,,,,,2026-03-16,1,legiscan,2940000,0,0,,112,
KS:2025:HB2074,KS,Kansas,HB 2074,House,Including homestead renters as eligible to participate in certain homestead property tax refund claims.,bill,in_committee,dead,,,,,2026-03-16,1,legiscan,2940000,0,0,,112,
KS:2025:HB2075,KS,Kansas,HB 2075,House,"Determining when a law enforcement officer may or shall take a child into custody and requiring that the secretary provide support to such law enforcement officers, the court review involvement in permanency planning and a permanency hearing for a child in custody of the secretary be held within nine months from such child's removal from the and every subsequent hearing 6 months thereafter.",bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2076,KS,Kansas,HB 2076,House,Reducing the authorized amount of days that a child may be placed in a secure facility and eliminating the court's option to extend such authorization.,bill,in_committee,active,,,,,2025-01-23,1,legiscan,2940000,0,0,,529,
KS:2025:HB2077,KS,Kansas,HB 2077,House,"Providing a sales tax exemption for purchases of personal property and services, sales of personal property and purchases of construction materials and services for not-for-profit animal shelters and rescue network managers licensed under the Kansas pet animal act.",bill,introduced,active,,,,,2026-02-11,1,legiscan,2940000,0,0,,145,
KS:2025:HB2078,KS,Kansas,HB 2078,House,Providing an income tax credit for contributions to a child care provider or intermediary.,bill,in_committee,active,,,,,2025-01-23,1,legiscan,2940000,0,0,,529,
KS:2025:HB2079,KS,Kansas,HB 2079,House,Requiring that comparable sales of residential property occur within the subdivision or township or the closest-located subdivision or township where such property is located for valuing real property.,bill,in_committee,active,,,,,2025-01-23,1,legiscan,2940000,0,0,,529,
KS:2025:HB2080,KS,Kansas,HB 2080,House,Restricting residential homestead property taxes to not more than the established base year for those individual 65 years of age and older.,bill,in_committee,active,,,,,2025-01-23,1,legiscan,2940000,0,0,,529,
KS:2025:HB2081,KS,Kansas,HB 2081,House,Substitute for HB 2081 by Committee on Taxation - Providing a sales tax exemption for community pharmacies serving medically underserved individuals and families.,bill,in_committee,active,,,,,2026-02-12,1,legiscan,2940000,0,0,,144,
KS:2025:HB2082,KS,Kansas,HB 2082,House,Making and concerning certain supplemental appropriations for fiscal year 2025 and appropriations for fiscal years 2026 and 2027 for various state agencies.,bill,in_committee,active,,,,,2025-01-23,1,legiscan,2940000,0,0,,529,
KS:2025:HB2083,KS,Kansas,HB 2083,House,Providing a property tax exemption for new energy storage systems and excluding new energy storage systems from the commercial and industrial machinery and equipment exemption.,bill,passed_chamber,active,,,,,2025-03-11,1,legiscan,2940000,0,1,,482,
KS:2025:HB2084,KS,Kansas,HB 2084,House,Allowing an itemized deduction for certain wagering losses for individual income tax purposes.,bill,introduced,active,,,,,2025-02-06,1,legiscan,2940000,0,0,,515,
KS:2025:HB2085,KS,Kansas,HB 2085,House,Extending the expiration of permits issued under the water pollution control permit system from five to 10 years.,bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2086,KS,Kansas,HB 2086,House,Adjusting the KPERS 3 dividend interest credit by lowering the dividend interest credit threshold to 5% and increasing the dividend share to 80%.,bill,passed_chamber,active,,,,,2025-03-06,1,legiscan,2940000,0,1,,487,
KS:2025:HB2087,KS,Kansas,HB 2087,House,Authorizing certain nonadmitted insurers to transact certain business in Kansas and requiring the commissioner of insurance to maintain a list of eligible nonadmitted insurers.,bill,passed_chamber,active,,,,,2025-03-24,1,legiscan,2940000,0,1,,469,
KS:2025:HB2088,KS,Kansas,HB 2088,House,Requiring local governments to meet specified deadlines for issuing building permits and requiring the department of health and environment to issue a response to an applicant's submitted notice of intent to discharge stormwater runoff from construction activities within 45 days of submission.,bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2089,KS,Kansas,HB 2089,House,Enacting the consumer inflation reduction and tax fairness act and exempting the portion of a credit card transaction constituting a tax or gratuity from assessment of the fee charged by the card issuer.,bill,in_committee,dead,"Committee on Commerce, Labor and Economic Development",,Attorney General|Financial Institutions|Named Acts,2025-01-23,2026-04-10,2,"legiscan,openstates",2940000,0,0,442.0,87,Attorney General
KS:2025:HB2090,KS,Kansas,HB 2090,House,"Establishing the Kansas employee emergency savings account (KEESA) program to allow eligible employers to establish employee savings accounts, providing an income and privilege tax credit for certain eligible employer deposits to such employee savings accounts and providing a subtraction modification for certain employee deposits to such savings accounts.",bill,introduced,active,,,,,2025-02-28,1,legiscan,2940000,0,0,,493,
KS:2025:HB2091,KS,Kansas,HB 2091,House,Requiring discharged inmates be offered the opportunity to register to vote and requiring the secretary of state to develop a voter registration program that offers voter registration services through certain state agencies and accredited high schools.,bill,in_committee,active,,,,,2025-01-24,1,legiscan,2940000,0,0,,528,
KS:2025:HB2092,KS,Kansas,HB 2092,House,"Setting the time for professional employer organization registration expiration, renewal and the filing of audits with the secretary of state, limiting the method of providing surety for professional employer organizations with insufficient working capital to bonds and eliminating a market value measure of the sufficiency of such bonds.",bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2093,KS,Kansas,HB 2093,House,Authorizing victims of childhood abuse to access records related to substantiated reports or investigations of abuse or neglect and extending the time to file civil actions for recovery of damages caused by childhood sexual abuse.,bill,in_committee,active,,,,,2025-01-24,1,legiscan,2940000,0,0,,528,
KS:2025:HB2094,KS,Kansas,HB 2094,House,Authorizing the sale of electronic cigarettes in cigarette vending machines.,bill,introduced,active,,,,,2025-02-11,1,legiscan,2940000,0,0,,510,
KS:2025:HB2095,KS,Kansas,HB 2095,House,"Establishing a pump installation contractor license and requiring additional examination, qualification and record-keeping requirements for licensed pump installation contractor and water well contractors.",bill,introduced,dead,,,,,2025-02-20,1,legiscan,2940000,0,0,,501,
KS:2025:HB2096,KS,Kansas,HB 2096,House,Providing for transferability of Kansas housing investor tax credits from the year that the credit was originally issued.,bill,passed_chamber,active,,,,,2025-03-11,1,legiscan,2940000,0,1,,482,
KS:2025:HB2097,KS,Kansas,HB 2097,House,Providing for approval by the department of wildlife and parks for qualified program or management plans to qualify for the nongame and endangered species habitat credit.,bill,in_committee,dead,Committee on Taxation,,Taxation,2025-01-27,2026-04-10,2,"legiscan,openstates",2940000,0,0,438.0,87,Taxation
KS:2025:HB2098,KS,Kansas,HB 2098,House,Providing a sales tax exemption for purchases by not-for-profit corporations operating a community theater.,bill,in_committee,active,,,,,2025-03-03,1,legiscan,2940000,0,0,,490,
KS:2025:HB2099,KS,Kansas,HB 2099,House,"Senate Substitute for HB 2099 by Committee on Local Government, Transparency and Ethics - Authorizing the secretary of corrections on behalf of the state of Kansas to convey certain real property located in Leavenworth county, Kansas, to Leavenworth county.",bill,enacted,enacted,,,,,2026-04-09,1,legiscan,2940000,1,1,,88,
KS:2025:HB2100,KS,Kansas,HB 2100,House,"Establishing statewide standards governing the use of HIV post-exposure prophylaxis, permitting a pharmacist to initiate such medication to certain patients, providing civil liability protections to pharmacists who initiate prophylactic therapy to patients for post-exposure to human immunodeficiency virus.",bill,in_committee,dead,,,,,2026-04-09,1,legiscan,2940000,0,0,,88,
KS:2025:HB2101,KS,Kansas,HB 2101,House,Prohibiting municipalities from adopting and implementing a guaranteed income program.,bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2102,KS,Kansas,HB 2102,House,Substitute for HB 2102 by Committee on Education - Providing for the advance enrollment of a military student whose parent or person acting as parent will be stationed in this state and correcting federal statutory citations in the interstate compact on educational opportunity for military children.,bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2103,KS,Kansas,HB 2103,House,Including participation in certain learning experiences and agricultural activities as a valid excuse for absence from school and authorizing school boards to make rules therefor.,bill,introduced,active,,,,,2025-02-03,1,legiscan,2940000,0,0,,518,
KS:2025:HB2104,KS,Kansas,HB 2104,House,Standardizing firearm safety programs in school districts.,bill,in_committee,dead,,,,,2025-02-20,1,legiscan,2940000,0,0,,501,
KS:2025:HB2105,KS,Kansas,HB 2105,House,Designating a portion of United States highway 77 as the POW MIA memorial highway and bridge No. 82-14-6.88 (026) in Clay county as the POW MIA memorial bridge.,bill,introduced,active,,,,,2025-02-04,1,legiscan,2940000,0,0,,517,
KS:2025:HB2106,KS,Kansas,HB 2106,House,Banning contributions from foreign nationals for the support or defeat of a proposed amendment to the Kansas constitution.,bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2107,KS,Kansas,HB 2107,House,"Providing for claims to recover economic damages from fire events caused by electric public utilities, establishing a statute of limitations for such claims and requiring the state corporation commission to convene a workshop on utility wildfire risk and mitigation.",bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2108,KS,Kansas,HB 2108,House,"Requiring the state corporation commission to establish and enforce a code of conduct and agricultural mitigation protocol for the development, operation and decommissioning of certain large energy facilities.",bill,in_committee,active,,,,,2025-01-28,1,legiscan,2940000,0,0,,524,
KS:2025:HB2109,KS,Kansas,HB 2109,House,"Exempting public utilities from civil liability relating to the attachment, access, operation, maintenance or removal of law enforcement equipment on any utility pole or other structure that is owned or operated by the public utility.",bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2110,KS,Kansas,HB 2110,House,"Eliminating the requirement that the state 911 board shall contract with a local collection point administrator for services, rescheduling the date on which the state 911 operations fund, state 911 grant fund and state 911 fund shall be established, requiring certain transfers to be made to the state 911 operations fund and rescheduling the date for transferring all 911 fee moneys currently held outside the state treasury to the state treasury.",bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2111,KS,Kansas,HB 2111,House,Senate Substitute for HB 2111 by Committee on Agriculture and Natural Resources - Exempting certain registered agritourism operations from local code and regulation enforcement.,bill,passed_chamber,dead,,,,,2026-04-10,1,legiscan,2940000,0,1,,87,
KS:2025:HB2112,KS,Kansas,HB 2112,House,Requiring water supply system and wastewater treatment facility operator certification examination fees to not exceed the costs for such exams and eliminating the certification of operators through correspondence courses.,bill,introduced,dead,,,,,2025-02-20,1,legiscan,2940000,0,0,,501,
KS:2025:HB2113,KS,Kansas,HB 2113,House,"Establishing the state conservation fund and transferring $2,500,000 to such fund and providing for the enhanced transfer of moneys from the state general fund to the state water plan fund and from the state water plan fund to the water technical assistance fund and the water project grant fund.",bill,passed_chamber,dead,,,,,2025-03-12,1,legiscan,2940000,0,1,,481,
KS:2025:HB2114,KS,Kansas,HB 2114,House,"Substitute for HB 2114 by Committee on Agriculture and Natural Resources - Clarifying which structures shall be considered water obstructions and not a dam, increasing application fees for a permit to construct, modify or add to a dam, requiring post-construction permit fees and requiring any licensed professional engineer who conducts inspections required by the act to be approved by the chief engineer or a certified intern engineer who is under the supervision of a licensed professional engineer.",bill,enacted,enacted,,,,,2026-04-09,1,legiscan,2940000,1,1,,88,
KS:2025:HB2115,KS,Kansas,HB 2115,House,Authorizing municipalities to prohibit their employees from carrying concealed handguns in municipal buildings.,bill,in_committee,active,,,,,2025-01-28,1,legiscan,2940000,0,0,,524,
KS:2025:HB2116,KS,Kansas,HB 2116,House,"Requiring that certain contractual provisions be incorporated in all contracts for certain cities and counties, including the provisions of form DA-146a, with certain exceptions.",bill,enacted,enacted,,,,,2026-04-09,1,legiscan,2940000,1,1,,88,
KS:2025:HB2117,KS,Kansas,HB 2117,House,"Modifying certain business filing and fee requirements for business trusts, foreign corporations and limited partnerships; authorizing professional corporations or limited liability companies formed or organized to render a professional service to participate in transactions under the business entity transactions act; and making certain information provided by registered agents a public record.",bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2118,KS,Kansas,HB 2118,House,"Requiring any person who solicits a fee for filing or retrieving certain documents from the federal government, the state, a state agency or a local government to give certain notices to consumers and providing that violation of such requirements is a deceptive act or practice subject to penalties under the Kansas consumer protection act.",bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2119,KS,Kansas,HB 2119,House,Discontinuing the Kansas affordable housing tax credit for qualified developments receiving a 4% federal tax credit.,bill,passed_chamber,dead,,,,,2026-01-12,1,legiscan,2940000,0,1,,175,
KS:2025:HB2120,KS,Kansas,HB 2120,House,"Authorizing the state board of regents to sell and convey certain real property in Riley county, Kansas, and Douglas county, Nebraska, on behalf of Kansas state university and Kansas state university veterinary medical center.",bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2121,KS,Kansas,HB 2121,House,Increasing the annual license fees of electric and hybrid passenger vehicles and trucks and electric motorcycles and distributing the fees to the state highway fund and the special city and county highway fund.,bill,passed_chamber,dead,,,,,2026-01-12,1,legiscan,2940000,0,1,,175,
KS:2025:HB2122,KS,Kansas,HB 2122,House,"Increasing the annual license fees of electric and hybrid passenger vehicles, trucks and electric motorcycles and distributing the fees to the state highway fund and the special city and county highway fund, modifying the threshold limit for allowing quarterly payments of certain truck and truck tractor annual vehicle registration fees and eliminating the two-quarter grace period for truck or truck tractor owners that have delinquent quarterly payments before certain penalties apply.",bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2123,KS,Kansas,HB 2123,House,Increasing the minimum wage for employees that receive tips and gratuities.,bill,in_committee,active,,,,,2025-01-28,1,legiscan,2940000,0,0,,524,
KS:2025:HB2124,KS,Kansas,HB 2124,House,Providing cities the authority to allow the driving of golf carts upon sidewalks and permitting local authorities with jurisdiction over city residence districts to reduce the maximum speed limit from 30 miles per hour to 25 miles per hour without an engineering and traffic investigation.,bill,enacted,enacted,,,,,2026-04-09,1,legiscan,2940000,1,1,,88,
KS:2025:HB2125,KS,Kansas,HB 2125,House,"Senate Substitute for HB 2125 by Committee on Assessment and Taxation - Modifying the deadline for mailing property tax statements to taxpayers and the deadline for governing bodies to certify the amount of property tax to be levied to the county clerk, providing for the county clerk's use of the previous year's budget when a taxing subdivision fails to timely file its budget, modifying the content requirements of the revenue neutral rate hearing notice for property tax purposes, extending reimbursement from the taxpayer notification costs fund for printing and postage costs for county clerks for calendar years 2025 and 2026, prohibiting a filing fee when a previous appeal remains pending before the board of tax appeals and authorizing the continuation of the 20-mill statewide property tax levy for schools.",bill,enacted,enacted,,,,,2025-04-11,1,legiscan,2940000,1,1,,451,
KS:2025:HB2126,KS,Kansas,HB 2126,House,"Providing a sales tax exemption for purchases made by Kansas legal services, inc.",bill,in_committee,active,,,,,2025-01-28,1,legiscan,2940000,0,0,,524,
KS:2025:HB2127,KS,Kansas,HB 2127,House,Authorizing cities and counties to regulate the sale and purchase of firearms and ammunition within a building owned by such city or county.,bill,in_committee,active,,,,,2025-01-28,1,legiscan,2940000,0,0,,524,
KS:2025:HB2128,KS,Kansas,HB 2128,House,"Authorizing the commissioner of insurance to select and announce the version of certain instructions, calculations and documents in effect for the upcoming calendar year and cause such announcement to be published in the Kansas register, allowing certain life insurers to follow health financial reports and adopting certain provisions from the national association of insurance commissioners holding company system regulatory act relating to group capital calculations and liquidity stress testing.",bill,passed_chamber,dead,Committee on Insurance,,Insurance,2025-01-28,2026-04-10,2,"legiscan,openstates",2940000,0,1,437.0,87,Insurance
KS:2025:HB2129,KS,Kansas,HB 2129,House,Transferring teachers from the KPERS 3 cash balance plan to the KPERS 2 plan and defining teachers for purposes of KPERS.,bill,introduced,active,,,,,2025-02-05,1,legiscan,2940000,0,0,,516,
KS:2025:HB2130,KS,Kansas,HB 2130,House,"Authorizing retirement and disability benefits under KPERS, KP&F and the retirement system for judges to be paid on either a biweekly or monthly basis at the option of a member or recipient.",bill,introduced,active,,,,,2025-02-05,1,legiscan,2940000,0,0,,516,
KS:2025:HB2131,KS,Kansas,HB 2131,House,Requiring prosecutors to disclose their intent to introduce testimony from a jailhouse witness and to forward related information to the Kansas bureau of investigation.,bill,passed_chamber,active,,,,,2025-03-25,1,legiscan,2940000,0,1,,468,
KS:2025:HB2132,KS,Kansas,HB 2132,House,Substitute for Substitute for HB 2132 by Committee on Child Welfare and Foster Care - Determining when a law enforcement officer may or shall take a child into custody.,bill,passed_chamber,active,,,,,2026-03-05,1,legiscan,2940000,0,1,,123,
KS:2025:HB2133,KS,Kansas,HB 2133,House,Providing for a property tax exemption for one motor vehicle for firefighters.,bill,in_committee,active,,,,,2025-01-28,1,legiscan,2940000,0,0,,524,
KS:2025:HB2134,KS,Kansas,HB 2134,House,Amending the Kansas open records act by limiting certain charges for furnishing records and employee time required to make records available and exempting certain records from disclosure and amending the Kansas open meetings act by providing for the membership calculation of subordinate groups and requiring public bodies or agencies that live stream meetings to ensure that the public is able to observe.,bill,enacted,enacted,,,,,2025-04-11,1,legiscan,2940000,1,1,,451,
KS:2025:HB2135,KS,Kansas,HB 2135,House,Making certain provisions of the commercial industrial hemp act applicable only if the Kansas department of agriculture has submitted a state plan to the federal government for the state monitoring and regulation of industrial hemp within Kansas and such state plan is still active.,bill,in_committee,active,,,,,2025-01-28,1,legiscan,2940000,0,0,,524,
KS:2025:HB2136,KS,Kansas,HB 2136,House,"Expanding student eligibility under the tax credit for low income students scholarship program, increasing the amount of the tax credit for contributions made pursuant to such program and providing for aggregate tax credit limit increases under certain conditions.",bill,introduced,active,,,,,2025-02-05,1,legiscan,2940000,0,0,,516,
KS:2025:HB2137,KS,Kansas,HB 2137,House,"Authorizing the department of education to contract with a private vendor to install, operate and maintain school bus cameras.",bill,introduced,active,,,,,2025-02-17,1,legiscan,2940000,0,0,,504,
KS:2025:HB2138,KS,Kansas,HB 2138,House,"Authorizing school districts to levy an annual tax levy of up to two mills for the purposes of school building safety, security and compliance with the Americans with disabilities act and including such levy in the capital outlay state aid determination for such school districts.",bill,in_committee,active,,,,,2025-01-28,1,legiscan,2940000,0,0,,524,
KS:2025:HB2139,KS,Kansas,HB 2139,House,Increasing the minimum expenditure amount for school districts for contracted goods and services without requiring sealed bids and the minimum expenditure amount for goods and services that the district superintendent may acquire on behalf of the school district.,bill,introduced,active,,,,,2025-02-10,1,legiscan,2940000,0,0,,511,
KS:2025:HB2140,KS,Kansas,HB 2140,House,Creating the drug abuse resistance education (D.A.R.E.) educator position.,bill,introduced,dead,,,,,2025-02-20,1,legiscan,2940000,0,0,,501,
KS:2025:HB2141,KS,Kansas,HB 2141,House,"Requiring school districts to offer parents the opportunity to object to educational materials and activities that are not included in approved curriculum or standards or that impair a parent's beliefs, values or principles.",bill,in_committee,active,,,,,2025-01-29,1,legiscan,2940000,0,0,,523,
KS:2025:HB2142,KS,Kansas,HB 2142,House,Requiring each school district adopt an independent review process as part of such district's policies prohibiting and preventing bullying.,bill,introduced,active,,,,,2026-02-12,1,legiscan,2940000,0,0,,144,
KS:2025:HB2143,KS,Kansas,HB 2143,House,Requiring the secretary of state to enter into agreements with credit rating agencies for the release of certain information that can be used to verify the citizenship of persons registered to vote in this state.,bill,in_committee,active,,,,,2025-01-29,1,legiscan,2940000,0,0,,523,
KS:2025:HB2144,KS,Kansas,HB 2144,House,Enacting the supported decision-making agreements act to provide a statutory framework for adults who want decision-making assistance and amending the crime of mistreatment of a dependent adult or an elder person.,bill,in_committee,active,,,,,2025-01-29,1,legiscan,2940000,0,0,,523,
KS:2025:HB2145,KS,Kansas,HB 2145,House,"Substitute for HB 2145 by Committee on Local Government - Establishing the Butler county fair board to consist of 15 members, providing for the appointment of members to such board and allowing up to five members of such board to be appointed from the county at large.",bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2146,KS,Kansas,HB 2146,House,"Increasing transfers from the lottery operating fund, to the community crisis stabilization centers fund and the clubhouse model program fund of the Kansas department for aging and disability services.",bill,introduced,active,,,,,2025-02-14,1,legiscan,2940000,0,0,,507,
KS:2025:HB2147,KS,Kansas,HB 2147,House,Requiring the Kansas department of wildlife and parks to offer discounted resident senior combination hunting and fishing passes to residents of this state who are 65 years of age or older and removing the expiration date for Kansas kids lifetime combination hunting and fishing licenses.,bill,in_committee,active,,,,,2025-01-29,1,legiscan,2940000,0,0,,523,
KS:2025:HB2148,KS,Kansas,HB 2148,House,Prohibiting the permitting and siting of electric transmission lines within any area designated by the United States department of energy as a national interest electric transmission corridor.,bill,in_committee,active,,,,,2025-01-29,1,legiscan,2940000,0,0,,523,
KS:2025:HB2149,KS,Kansas,HB 2149,House,"Substitute for HB 2149 by Committee on Energy, Utilities and Telecommunications - Requiring distributed energy retailers to disclose certain information to residential customers who are offered or seeking to install a distributed energy system, requiring the attorney general to convene an advisory group to develop, approve and periodically revise a standard form for such disclosures and requiring publication thereof, establishing requirements for interconnection and operation of distributed energy systems, increasing the total capacity limitation for an electric public utility's provision of parallel generation service and a formula to determine appropriate system size.",bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2150,KS,Kansas,HB 2150,House,Establishing the advisory commission on Asian-American Pacific Islander affairs.,bill,in_committee,active,,,,,2025-01-29,1,legiscan,2940000,0,0,,523,
KS:2025:HB2151,KS,Kansas,HB 2151,House,Increasing the Kansas minimum wage to $15 an hour.,bill,in_committee,active,,,,,2025-01-29,1,legiscan,2940000,0,0,,523,
KS:2025:HB2152,KS,Kansas,HB 2152,House,"Substitute for HB 2152 by Committee on Financial Institutions and Pensions - Mandating financial institutions to secure governmental unit deposits in excess of the amount insured or guaranteed by the FDIC by utilizing a public moneys pooled method of securities, prohibiting investment advisers that execute bids for the investment of public moneys from managing moneys directly from such bid, allowing governmental unit deposits to be invested at a rate agreed upon by the governmental unit and the financial institution, requiring certification from a governmental unit that deposits in the municipal investment pool fund were first offered to a financial institution in the preceding year and allowing financial institutions to file complaints upon the failure to comply.",bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2153,KS,Kansas,HB 2153,House,"Specifying when boards of directors for irrigation districts of 35,000 or more acres may conduct board member elections by mail ballot and establishing the terms for such members.",bill,introduced,active,,,,,2025-02-14,1,legiscan,2940000,0,0,,507,
KS:2025:HB2154,KS,Kansas,HB 2154,House,Imposing property tax on rental and leased vehicles and discontinuing the excise tax on the rental and lease of such vehicles.,bill,introduced,active,,,,,2025-03-10,1,legiscan,2940000,0,0,,483,
KS:2025:HB2155,KS,Kansas,HB 2155,House,Specifying that sheriffs have liability for official acts related to charge and custody of jails.,bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2156,KS,Kansas,HB 2156,House,Establishing the education opportunity tax credit to provide an income tax credit for taxpayers with eligible dependent children who are not enrolled in public school.,bill,in_committee,active,,,,,2025-01-29,1,legiscan,2940000,0,0,,523,
KS:2025:HB2157,KS,Kansas,HB 2157,House,Expanding pharmacist's scope of practice to include point-of-care testing for and treatment of COVID-19.,bill,in_committee,dead,,,,,2026-04-09,1,legiscan,2940000,0,0,,88,
KS:2025:HB2158,KS,Kansas,HB 2158,House,"Permitting beekeepers who meet certain requirements to sell packaged honey and honeycombs without holding a food establishment or food processing plant license under the Kansas food, drug and cosmetic act.",bill,enacted,enacted,,,,,2026-04-09,1,legiscan,2940000,1,1,,88,
KS:2025:HB2159,KS,Kansas,HB 2159,House,Exempting law enforcement agencies who do not provide emergency opioid antagonistspursuant to the statewide protocol from the requirement to procure a physician medical director.,bill,in_committee,active,,,,,2025-03-05,1,legiscan,2940000,0,0,,488,
KS:2025:HB2160,KS,Kansas,HB 2160,House,Enacting the municipal employee whistleblower act to provide statutory protections for municipal employees who report or disclose unlawful or dangerous conduct.,bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2161,KS,Kansas,HB 2161,House,Providing an income tax credit for the sale and distribution of biodiesel and renewable diesel blends for motor vehicle fuels.,bill,in_committee,active,,,,,2025-01-30,1,legiscan,2940000,0,0,,522,
KS:2025:HB2162,KS,Kansas,HB 2162,House,"Excluding from sales taxation the service of installing or applying tangible personal property for the reconstruction, restoration, remodeling, renovation, repair or replacement of a building or facility.",bill,introduced,active,,,,,2026-02-25,1,legiscan,2940000,0,0,,131,
KS:2025:HB2163,KS,Kansas,HB 2163,House,"Providing for the preceptor income tax incentive act, establishing an income tax credit for nursing home administrators, registered nurses and registered dietitians that serve as a community-based faculty preceptor in adult care homes and medical care facilities by providing personalized instruction, training and supervision for students.",bill,in_committee,active,,,,,2025-03-14,1,legiscan,2940000,0,0,,479,
KS:2025:HB2164,KS,Kansas,HB 2164,House,Senate Substitute for HB 2164 by Committee on Judiciary - Prohibiting certain sex offenders from entering onto school property or attending school activities and creating criminal penalties for violation thereof.,bill,passed_chamber,active,,,,,2026-04-09,1,legiscan,2940000,0,1,,88,
KS:2025:HB2165,KS,Kansas,HB 2165,House,"Enacting the returning to nonaccountability of the executive branch agencies that report to the governor act, eliminating the budget process requirements of a program service inventory, integrated budget fiscal process and performance-based budgeting system.",bill,in_committee,active,,,,,2025-01-30,1,legiscan,2940000,0,0,,522,
KS:2025:HB2166,KS,Kansas,HB 2166,House,Continuing in existence certain exceptions to the disclosure of public records under the open records act.,bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2167,KS,Kansas,HB 2167,House,"Requiring firearms and stun guns to be stored in locked containers, establishing crimes for failure to store such weapons where a person under 18 years of age has access to such weapons and creating more severe penalties for firearms with large-capacity magazines.",bill,in_committee,active,,,,,2025-01-30,1,legiscan,2940000,0,0,,522,
KS:2025:HB2168,KS,Kansas,HB 2168,House,Extending the amount of time required for reports to be filed with the state historical society for certain United States public land surveys from 30 to 90 days.,bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2169,KS,Kansas,HB 2169,House,Providing for an exemption from remediation costs or other liability from prior commercial pesticide application by the United States army for owners of certain nonresidential property located in Johnson county.,bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2170,KS,Kansas,HB 2170,House,Designating the first full week of February as Kansas burn awareness week.,bill,passed_chamber,dead,,,,,2026-01-12,1,legiscan,2940000,0,1,,175,
KS:2025:HB2171,KS,Kansas,HB 2171,House,Creating the abolish abortion Kansas act to make all abortions subject to criminal prosecution for violation of Alexa's law and to remove certain exceptions to the cause of action for the wrongful death of an unborn child when such death is caused by an abortion.,bill,in_committee,dead,,,,,2025-03-10,1,legiscan,2940000,0,0,,483,
