bill_uid,state_code,state,identifier,chamber,title,classification,furthest_stage,lifecycle_state,primary_sponsor,primary_sponsor_party,subjects,first_action_date,latest_action_date,source_count,sources,state_population,is_enacted,reached_passed_chamber,days_active,days_since_last_action,primary_topic
MO:2026:HB2318,MO,Missouri,HB 2318,House,Creates provisions relating to artificial intelligence in mental health,bill,introduced,active,,,,,2026-03-12,1,legiscan,6200000,0,0,,116,
MO:2026:HB2319,MO,Missouri,HB 2319,House,Expands the definition of special victim to include sports officials at a sporting event,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2320,MO,Missouri,HB 2320,House,Modifies provisions relating to time limitations for certain sexual offenses,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2321,MO,Missouri,HB 2321,House,"Establishes the ""AI-Generated Content Accountability and Privacy Protection Act of 2026""",bill,introduced,active,,,,,2026-02-26,1,legiscan,6200000,0,0,,130,
MO:2026:HB2322,MO,Missouri,HB 2322,House,"Establishes the ""Youthful Offender Sentencing Reform and Accountability Act""",bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2323,MO,Missouri,HB 2323,House,"Establishes the ""Missouri Domestic Abuse Offender Registration and Accountability Act""",bill,introduced,active,,,,,2026-03-25,1,legiscan,6200000,0,0,,103,
MO:2026:HB2324,MO,Missouri,HB 2324,House,Creates provisions relating to the procurement of driving data by automobile insurers,bill,introduced,active,,,,,2026-04-13,1,legiscan,6200000,0,0,,84,
MO:2026:HB2325,MO,Missouri,HB 2325,House,Establishes laws relating to an enhanced sentence for wearing face or body coverings during the commission of an offense,bill,introduced,active,,,,,2026-01-27,1,legiscan,6200000,0,0,,160,
MO:2026:HB2326,MO,Missouri,HB 2326,House,Modifies provisions governing municipal policies on sanctuary for certain individuals,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2327,MO,Missouri,HB 2327,House,Voids any contracts or court decisions that rely on foreign or Shari'a law,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2328,MO,Missouri,HB 2328,House,Establishes provisions relating to child safety on motorcycles and motortricycles,bill,introduced,active,,,,,2026-04-21,1,legiscan,6200000,0,0,,76,
MO:2026:HB2329,MO,Missouri,HB 2329,House,Reduces the assessment percentage of tangible personal property over a period of years,bill,introduced,active,,,,,2026-03-30,1,legiscan,6200000,0,0,,98,
MO:2026:HB2330,MO,Missouri,HB 2330,House,Modifies provisions relating to annexation,bill,introduced,active,,,,,2026-03-09,1,legiscan,6200000,0,0,,119,
MO:2026:HB2331,MO,Missouri,HB 2331,House,Allows students to apply sunscreen at school,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2332,MO,Missouri,HB 2332,House,"Establishes the ""Firefighters' Procedural Bill of Rights Act""",bill,introduced,active,,,,,2026-02-09,1,legiscan,6200000,0,0,,147,
MO:2026:HB2333,MO,Missouri,HB 2333,House,Modifies provisions relating to franchisor's warranty duties to franchisees,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2334,MO,Missouri,HB 2334,House,Prohibits persons under eighteen years of age from carrying firearms into public areas within urban areas,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2335,MO,Missouri,HB 2335,House,Modifies provisions governing school employee training requirements,bill,passed_chamber,active,,,,,2026-04-30,1,legiscan,6200000,0,1,,67,
MO:2026:HB2336,MO,Missouri,HB 2336,House,Authorizes the conveyance of certain state property,bill,introduced,active,,,,,2026-03-09,1,legiscan,6200000,0,0,,119,
MO:2026:HB2337,MO,Missouri,HB 2337,House,Allows the court to enter a judgment of dissolution of marriage or legal separation if a person is pregnant,bill,introduced,active,,,,,2026-01-27,1,legiscan,6200000,0,0,,160,
MO:2026:HB2338,MO,Missouri,HB 2338,House,Establishes provisions relating to child support obligations for unborn children,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2339,MO,Missouri,HB 2339,House,Establishes definitions that relate to the issuance of protective orders,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2340,MO,Missouri,HB 2340,House,Allows the reporting of a privileged communication regarding child abuse and neglect that is made to a minister or clergyperson,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2341,MO,Missouri,HB 2341,House,Requires certain public schools to offer breakfast after the bell,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2342,MO,Missouri,HB 2342,House,Requires all new playground areas and surfaces to comply with the 2010 ADA Standards for Accessible Design and relevant regulations issued by the United States Department of Justice,bill,introduced,active,,,,,2026-03-24,1,legiscan,6200000,0,0,,104,
MO:2026:HB2343,MO,Missouri,HB 2343,House,"Establishes the ""Task Force on Juvenile Justice and Education""",bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2344,MO,Missouri,HB 2344,House,Modifies laws regarding public nuisances,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2345,MO,Missouri,HB 2345,House,Authorizes tax credits for developing or renting housing for victims of domestic violence,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2346,MO,Missouri,HB 2346,House,Specifies that limited liability companies that own real property in St. Louis County must designate a contact person with the county clerk,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2347,MO,Missouri,HB 2347,House,Exempts state legislators from paying labor costs associated with responding to sunshine law requests,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2348,MO,Missouri,HB 2348,House,Modifies provisions relating to jury instructions for the offense of murder in the first degree,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2349,MO,Missouri,HB 2349,House,Modifies provisions relating to epinephrine delivery devices,bill,introduced,active,,,,,2026-02-05,1,legiscan,6200000,0,0,,151,
MO:2026:HB2350,MO,Missouri,HB 2350,House,Modifies certain provisions to include artificially generated visual depictions of a minor,bill,introduced,active,,,,,2026-02-26,1,legiscan,6200000,0,0,,130,
MO:2026:HB2351,MO,Missouri,HB 2351,House,Allows for the assessment of points for failure to secure a load in violation of section 307.010,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2352,MO,Missouri,HB 2352,House,Requires the use of an ignition interlock device by persons who are found guilty of an intoxication-related traffic offense,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2353,MO,Missouri,HB 2353,House,Modifies provisions relating to interior designers,bill,introduced,active,,,,,2026-04-01,1,legiscan,6200000,0,0,,96,
MO:2026:HB2354,MO,Missouri,HB 2354,House,Establishes and modifies provisions relating to child abuse or neglect,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2355,MO,Missouri,HB 2355,House,Creates provisions relating to a MO HealthNet waiver for nutrition services,bill,passed_chamber,active,,,,,2026-05-07,1,legiscan,6200000,0,1,,60,
MO:2026:HB2356,MO,Missouri,HB 2356,House,Enacts provisions governing local tax ballot questions submitted by political subdivisions,bill,introduced,active,,,,,2026-01-08,1,legiscan,6200000,0,0,,179,
MO:2026:HB2357,MO,Missouri,HB 2357,House,Establishes provisions relating to the purchasing of prepaid mobile devices,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2358,MO,Missouri,HB 2358,House,Modifies the offense of delivery of a controlled substance causing death,bill,in_committee,active,,,,,2026-02-23,1,legiscan,6200000,0,0,,133,
MO:2026:HB2359,MO,Missouri,HB 2359,House,Imposes certain vehicle safety requirements on ice cream trucks,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2360,MO,Missouri,HB 2360,House,Authorizes charter counties and counties with an alternative form of government to establish alternative methods for property assessment and taxation,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2361,MO,Missouri,HB 2361,House,Establishes provisions relating to altered sexual depictions,bill,introduced,active,,,,,2026-02-26,1,legiscan,6200000,0,0,,130,
MO:2026:HB2362,MO,Missouri,HB 2362,House,"Authorizes the ""Disabled Veteran Property Tax Relief Act"" relating to a property tax exemption for certain veterans",bill,introduced,active,,,,,2026-03-25,1,legiscan,6200000,0,0,,103,
MO:2026:HB2363,MO,Missouri,HB 2363,House,Modifies provisions relating to the disclosure of information contained in vital records,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2364,MO,Missouri,HB 2364,House,Authorizes an income tax deduction for employers who pay regular wages to employees serving jury duty,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2365,MO,Missouri,HB 2365,House,Establishes provisions relating to allergy prevention and responses in child care facilities,bill,introduced,active,,,,,2026-04-29,1,legiscan,6200000,0,0,,68,
MO:2026:HB2366,MO,Missouri,HB 2366,House,Modifies provisions relating to employment of unauthorized aliens,bill,passed_chamber,active,,,,,2026-05-28,1,legiscan,6200000,0,1,,39,
MO:2026:HB2367,MO,Missouri,HB 2367,House,Modifies provisions governing community college degree programs in certain workforce fields when labor shortages exists,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2368,MO,Missouri,HB 2368,House,Creates provisions relating to artificial intelligence in mental health,bill,introduced,active,,,,,2026-03-12,1,legiscan,6200000,0,0,,116,
MO:2026:HB2369,MO,Missouri,HB 2369,House,Creates provisions relating to the licensing of security guards and companies,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2370,MO,Missouri,HB 2370,House,Modifies provisions relating to insurance coverage of self-administered hormonal contraceptives,bill,introduced,active,,,,,2026-04-16,1,legiscan,6200000,0,0,,81,
MO:2026:HB2371,MO,Missouri,HB 2371,House,Requires MO HealthNet and health benefit plans providing for maternity benefits to cover a home blood pressure monitoring device for pregnant and postpartum women,bill,introduced,active,,,,,2026-03-26,1,legiscan,6200000,0,0,,102,
MO:2026:HB2372,MO,Missouri,HB 2372,House,Modifies provisions relating to health care,bill,passed_chamber,active,,,,,2026-05-28,1,legiscan,6200000,0,1,,39,
MO:2026:HB2373,MO,Missouri,HB 2373,House,Creates provisions relating to children's access to health care services,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2374,MO,Missouri,HB 2374,House,Creates provisions relating to children's access to health care services,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2375,MO,Missouri,HB 2375,House,Modifies provisions relating to workers' compensation,bill,passed_chamber,active,,,,,2026-04-15,1,legiscan,6200000,0,1,,82,
MO:2026:HB2376,MO,Missouri,HB 2376,House,Establishes the offense of solicitation on an interstate highway or in a public right-of-way,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2377,MO,Missouri,HB 2377,House,Modifies provisions relating to mental capacity to be tried or convicted,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2378,MO,Missouri,HB 2378,House,Expands certain powers given to peace officers employed by the supervisor of alcohol and tobacco control and peace officers employed by the state fire marshal when certain exigent circumstances exist,bill,introduced,active,,,,,2026-01-29,1,legiscan,6200000,0,0,,158,
MO:2026:HB2379,MO,Missouri,HB 2379,House,Modifies provisions relating to sales taxes for early childhood services,bill,introduced,active,,,,,2026-05-04,1,legiscan,6200000,0,0,,63,
MO:2026:HB2380,MO,Missouri,HB 2380,House,Changes the law regarding primary elections,bill,introduced,active,,,,,2026-02-12,1,legiscan,6200000,0,0,,144,
MO:2026:HB2381,MO,Missouri,HB 2381,House,Creates new provisions relating to elections,bill,introduced,active,,,,,2026-01-08,1,legiscan,6200000,0,0,,179,
MO:2026:HB2382,MO,Missouri,HB 2382,House,Eliminates sales taxes on certain local utility services,bill,introduced,active,,,,,2026-01-21,1,legiscan,6200000,0,0,,166,
MO:2026:HB2383,MO,Missouri,HB 2383,House,Establishes and modifies criminal offenses involving certain infrastructures,bill,passed_chamber,active,,,,,2026-05-07,1,legiscan,6200000,0,1,,60,
MO:2026:HB2384,MO,Missouri,HB 2384,House,Creates provisions restricting political subdivisions from imposing requirements that threaten affordability of developments or improvements of property,bill,passed_chamber,active,,,,,2026-05-07,1,legiscan,6200000,0,1,,60,
MO:2026:HB2385,MO,Missouri,HB 2385,House,Modifies provisions relating to railroad safety,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2386,MO,Missouri,HB 2386,House,Adds an associate circuit judge in the twentieth judicial circuit,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2387,MO,Missouri,HB 2387,House,Modifies provisions relating to the Presidential Preference Primary.,bill,passed_chamber,active,,,,,2026-05-07,1,legiscan,6200000,0,1,,60,
MO:2026:HB2388,MO,Missouri,HB 2388,House,"Creates the ""Clear Skies Act"" prohibiting geoengineering, cloud seeding and other atmospheric interventions, and authorizing DNR to investigate violations, and includes penalty provisions",bill,introduced,active,,,,,2026-05-12,1,legiscan,6200000,0,0,,55,
MO:2026:HB2389,MO,Missouri,HB 2389,House,Makes it unlawful to use weather modifications and authorizes DNR to bring a civil action for violations relating to weather modification,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2390,MO,Missouri,HB 2390,House,Modifies provisions governing physical activity in schools,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2391,MO,Missouri,HB 2391,House,Modifies provisions relating to advanced practice registered nurses,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2392,MO,Missouri,HB 2392,House,"Establishes the ""Missouri Social Media Safety for Minors Act""",bill,introduced,active,,,,,2026-04-02,1,legiscan,6200000,0,0,,95,
MO:2026:HB2393,MO,Missouri,HB 2393,House,Provides protections against discrimination and antisemitism in public schools and public postsecondary educational institutions,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2394,MO,Missouri,HB 2394,House,Creates provisions relating to licensure reciprocity for plumbers,bill,introduced,active,,,,,2026-03-05,1,legiscan,6200000,0,0,,123,
MO:2026:HB2395,MO,Missouri,HB 2395,House,Modifies provisions relating to sewage disposal,bill,passed_chamber,active,,,,,2026-04-14,1,legiscan,6200000,0,1,,83,
MO:2026:HB2396,MO,Missouri,HB 2396,House,Modifies provisions relating to teacher retirement,bill,introduced,active,,,,,2026-02-25,1,legiscan,6200000,0,0,,131,
MO:2026:HB2397,MO,Missouri,HB 2397,House,Modifies requirements for a dissolution of a public water supply district,bill,passed_chamber,active,,,,,2026-05-28,1,legiscan,6200000,0,1,,39,
MO:2026:HB2398,MO,Missouri,HB 2398,House,Establishes provisions relating to summer and day camps,bill,introduced,dead,,,,,2026-02-17,1,legiscan,6200000,0,0,,139,
MO:2026:HB2399,MO,Missouri,HB 2399,House,Creates a bill of rights for the unhoused,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2400,MO,Missouri,HB 2400,House,Prohibits the sale or distribution of products containing intentionally added PFAS and authorized the DNR to obtain information on the products and prosecute manufacturers for violations,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2401,MO,Missouri,HB 2401,House,Establishes provisions related to the safe storage of firearms,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2402,MO,Missouri,HB 2402,House,Modifies and creates new provisions relating to electric utilities,bill,introduced,active,,,,,2026-03-26,1,legiscan,6200000,0,0,,102,
